accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-1.1155603842200819,1.0040613070418187,10.544946097423326,-80.6090784693963,0.10662942763750749,2.380321713047774
1.3665123516662985,0.8206088289793234,10.550827754951037,56.83943130773949,-4.322404185909681,1.9982505488236573
-1.2090710257212405,-0.6587013796906409,9.498260777181331,43.486878078516526,-3.9574969618840043,-8.901389518496215
0.6910235061041381,0.44029844649066785,9.701919564575173,15.523091621047485,0.24955064192060306,-8.812854282329576
-1.9265679155750761,-0.6772506176894195,9.24146189880051,-24.83671357342405,-0.306090039683367,2.819748563064559
0.09472301446862241,1.8840502353178925,10.384214149361625,-46.802567354635045,5.156039777284114,5.354849383199863
1.5915808740340562,-1.1056611382395394,9.538313695957223,-73.82417710928526,-3.0428450796758044,-7.134846866575999
1.139435888901938,-0.0039707167573332924,10.72741234286763,-84.74432641990532,-5.810065406280465,0.27025008587499144
0.3613159088629603,-1.105697740216368,10.011638147124453,47.97825629158626,6.379048604046734,-2.4823450132057197
1.7302667177924533,-0.5056114543957215,8.992538596299415,4.888781591967401,8.75708794924785,-7.448479849463765
-0.6175395372178247,-1.8204429378795717,9.635752798618922,79.27062578048873,3.777440181830496,-3.467645055131938
-1.7811208786273194,-0.18549850381397626,10.686929524930626,52.52088680790385,1.41293374274718,-6.752819904375322
1.3374518170319893,-0.43078490402432834,10.172863650669498,37.51911271411153,5.307077981080967,8.550634620936325
0.8236116372913975,0.48552039334160746,9.758269504574962,-15.69171464048165,-4.068821306231758,-5.2709247039113265
1.6677155976788787,0.36817939740512173,9.005909429414546,-35.79252333305504,6.8909122277390935,6.026422054943303
-1.4815614311734961,-1.3843310929034258,9.27613399191395,-66.82755257899677,3.8945384560851597,-3.036246813992875
-1.577605053077325,1.5484036082562689,10.172801326385304,22.976248807044442,5.66410959693976,7.310923787234174
1.4647691104455527,1.0864675911761643,10.058968375031787,-23.064730471593634,-8.777942726575663,5.190674234523701
1.6000268428961757,-0.37794487543151334,9.987290157591971,68.38898738791517,3.315526962557575,-4.704728961804423
1.205830504239044,-1.6760875466778193,10.324054226831795,4.911970359717415,6.024121461548301,-5.289375053323715
-0.1791123059092783,-1.1976498009846437,10.781544665570665,-75.8901246673188,3.480149418765146,8.417028311682401
-0.8767914248994892,-0.1402376543607189,9.668399698183721,58.12643412818451,5.776842369295892,-4.628634744046892
-1.5327495475339568,0.4698573295939159,10.12679887361937,89.05214233612213,-0.4796839551354033,-0.6718177443639934
1.2871832644995975,-1.3648385893260673,10.175409045024134,-2.723428642687878,3.7727730297929103,-7.5269124251225
1.613237572930732,-1.8271565216532126,10.454063172992452,68.58377065745319,2.925585088815332,4.151218641521286
-1.3362830622765083,1.9413096841727784,9.526156207332281,-64.00011943118382,-8.57593277191939,8.042454614830422
